Student_id,Age,Gender,School_type,Parent_education,study_hours,Attendance_percentage,Internet_access,Travel_time,Extra_activities,Study_method,Math_score,Science_score,English_score,Overall_score,Final_grade
490,17,Other,Private,Ph.D,3.3,93.8,yes,15-30 min,No,Coaching,73.7,65.6,60.1,61.1,D
6865,19,Female,Public,No Formal,7.7,63.5,no,>60 min,No,Coaching,93.5,82.9,93.3,81.1,C
7241,17,Female,Public,Post Graduate,1.5,75.7,yes,>60 min,Yes,Textbook,44.2,41.9,48.6,38.2,F
10749,14,Female,Private,Graduate,4.6,65.2,yes,>60 min,Yes,Group study,58.3,79.5,54.5,60.7,D
12678,14,Female,Private,High School,0.9,57.5,yes,15-30 min,Yes,Online videos,22,29,59.5,39.6,F
7787,18,Other,Public,High School,6.3,89.3,yes,15-30 min,No,Coaching,84.7,91.5,81.9,79.6,C
8025,15,Other,Public,Diploma,5.9,70.1,yes,30-60 min,No,Group study,62.4,92.3,85.6,74,C
295,17,Female,Public,No Formal,7.7,67.3,yes,>60 min,No,Online videos,72.7,88.8,84.2,88.3,B
5489,19,Male,Private,No Formal,1.5,77.4,yes,<15 min,No,Group study,50.5,34.6,57.7,43.6,E
4028,16,Other,Private,Post Graduate,3.8,93.8,yes,>60 min,Yes,Online videos,60.2,78.5,80.6,77.6,C
11036,15,Female,Private,No Formal,5.8,85,yes,30-60 min,No,Group study,71.2,74.7,70.1,77.2,C
2913,16,Male,Public,Ph.D,6.8,85.2,yes,30-60 min,No,Textbook,93.4,80.8,82.7,81.3,C
9910,15,Female,Private,Post Graduate,5.9,74.9,yes,30-60 min,No,Group study,94.2,100,100,79.8,C
10789,14,Male,Public,Ph.D,2.8,94.4,no,>60 min,Yes,Textbook,69.3,70.9,71.3,69.2,D
4745,18,Female,Private,Post Graduate,6.7,97.8,yes,30-60 min,Yes,Notes,100,97.9,100,100,A
1874,19,Female,Private,No Formal,0.6,51.1,no,30-60 min,No,Mixed,41.8,22.4,10.5,20.3,F
12856,16,Male,Private,Post Graduate,6,75.5,no,>60 min,No,Notes,72,77.1,88.4,77.4,C
3259,17,Male,Public,High School,3,83.5,yes,>60 min,Yes,Textbook,84,58.4,73.7,66.2,D
2818,19,Female,Private,Diploma,1.1,51.1,yes,15-30 min,Yes,Textbook,10.2,15.4,9.6,20.8,F
8637,14,Other,Private,Ph.D,5.9,81,yes,30-60 min,No,Mixed,76,89.6,85.9,81.1,C
3642,19,Other,Public,High School,4.6,83.5,yes,30-60 min,No,Notes,69.4,77.5,86.4,76.6,C
4459,14,Other,Public,High School,1.7,57.5,yes,30-60 min,No,Group study,40.9,19.3,27.6,38.8,F
14459,18,Male,Public,Post Graduate,3.2,97,yes,<15 min,Yes,Textbook,72.6,75.2,72.4,65.1,D
5308,18,Female,Private,High School,2.4,58,yes,<15 min,Yes,Textbook,51.8,51.2,34.5,45.8,E
8934,14,Other,Public,Diploma,1.9,54.5,yes,15-30 min,Yes,Coaching,31.4,43.7,37.7,41.7,E
2042,19,Female,Public,Graduate,6.6,70.4,yes,<15 min,No,Notes,73.9,93.3,93.3,89.8,B
680,19,Male,Private,Graduate,4,85.4,yes,30-60 min,No,Group study,49,46.6,51.6,59.6,D
10660,16,Male,Private,Ph.D,1,89.8,yes,<15 min,Yes,Notes,46.4,29.2,47,43.2,E
11890,14,Female,Private,No Formal,5.2,61.5,yes,30-60 min,Yes,Group study,59.6,75.6,43.3,63.2,D
5739,15,Male,Private,High School,7.2,97,no,<15 min,Yes,Notes,95.4,86.8,97.8,94.8,B
5669,18,Female,Public,Graduate,4.8,74.7,yes,>60 min,Yes,Group study,59.1,64.8,65.5,59.5,D
9551,18,Female,Public,Graduate,6.6,71.6,yes,<15 min,No,Notes,77.1,69,86.3,80.3,C
14428,17,Male,Private,Graduate,0.8,66.6,yes,>60 min,Yes,Textbook,21.2,45.4,26.2,39.2,F
7698,15,Female,Private,High School,7.7,62.3,yes,15-30 min,No,Notes,90.5,92.5,86.9,77.1,C
8034,15,Other,Private,Ph.D,3.9,76.8,yes,>60 min,No,Online videos,67.2,60.8,35.9,57.8,D
63,16,Other,Private,No Formal,6.5,79.8,yes,30-60 min,Yes,Coaching,76.1,61.2,76.7,77.4,C
7830,16,Other,Private,Diploma,1.4,63.2,yes,30-60 min,Yes,Online videos,43,27.7,30.1,33.4,F
10752,18,Female,Public,Graduate,6,82.9,no,30-60 min,No,Group study,95.4,99.1,94.4,91.1,B
13451,14,Female,Public,Post Graduate,1.6,86.2,yes,15-30 min,No,Mixed,56.7,38.6,43.4,39.5,F
11962,17,Female,Private,High School,4.7,67.1,no,>60 min,No,Textbook,46.1,52.4,68.4,63.7,D
7353,16,Other,Public,High School,4.7,90.3,yes,>60 min,Yes,Textbook,70.2,68,56.8,73.3,C
13517,15,Other,Public,Graduate,2.5,55,yes,<15 min,No,Coaching,45.9,43.7,32.2,46.1,E
6916,19,Female,Public,Post Graduate,3.6,81.7,yes,>60 min,No,Coaching,62.4,50.4,51.5,52.9,E
12544,15,Female,Private,Ph.D,3.4,98.7,no,30-60 min,No,Group study,73.2,67.4,64.2,69.9,D
8327,15,Other,Private,Graduate,4.9,99.8,yes,15-30 min,Yes,Group study,65.5,55.2,88.3,76.9,C
3645,19,Female,Private,High School,3.8,71.3,no,>60 min,No,Notes,85.1,65.4,67.8,68.6,D
4971,19,Other,Public,No Formal,7.8,54.5,yes,30-60 min,No,Group study,87.2,100,100,93.2,B
13110,14,Female,Public,Ph.D,4.4,81.4,yes,15-30 min,No,Group study,57.9,73.3,86.9,75.7,C
10328,16,Other,Private,Diploma,6.1,68.2,yes,15-30 min,Yes,Group study,87.9,59.7,95.8,86,B
8004,16,Female,Private,Graduate,7.7,86.1,yes,<15 min,No,Textbook,99.6,96.8,100,100,A
3279,19,Other,Public,Ph.D,6.3,62.4,yes,15-30 min,Yes,Notes,50.4,74.4,64.6,67.8,D
7297,15,Male,Public,High School,4.9,51.7,yes,15-30 min,Yes,Mixed,53.5,41.2,56.7,57.1,D
9015,19,Female,Public,Post Graduate,1.1,84.1,yes,30-60 min,Yes,Group study,46.8,53.9,43.1,46,E
3075,17,Male,Private,No Formal,7.8,63.4,yes,15-30 min,Yes,Online videos,88.8,95.8,92.7,88.9,B
13262,18,Other,Public,Graduate,6.2,99.3,yes,15-30 min,No,Group study,72.3,73.9,75.6,81.3,C
11174,17,Female,Public,High School,1.4,93.6,no,30-60 min,No,Group study,58.2,34.7,47.2,48,E
14066,15,Female,Private,Diploma,3.2,70.6,no,30-60 min,No,Mixed,77.1,60.9,51,45.8,E
8313,16,Other,Private,Post Graduate,5.8,63.4,yes,>60 min,Yes,Group study,78.8,70.2,62,68.4,D
7553,16,Other,Private,High School,5.1,64,yes,30-60 min,Yes,Online videos,69.8,79.7,81.1,72.5,C
1638,17,Male,Public,No Formal,7.7,50.7,yes,30-60 min,Yes,Group study,81.5,78.5,68.8,82.5,C
13653,18,Male,Private,Post Graduate,8,83.8,yes,>60 min,Yes,Textbook,86.2,84.8,100,90.6,B
5104,16,Male,Public,Ph.D,7.2,83.8,yes,30-60 min,No,Group study,75.1,99.2,91.1,88.6,B
9117,16,Other,Public,Diploma,3,98,no,>60 min,No,Notes,68.4,59.5,55.5,62.6,D
645,18,Other,Public,No Formal,0.5,68.7,yes,<15 min,No,Mixed,8.4,39.6,19.3,21.6,F
2033,14,Female,Private,Post Graduate,3.1,70,no,<15 min,No,Group study,28.8,26.2,40,43.7,E
2762,16,Other,Private,Diploma,3.4,91.7,no,<15 min,No,Coaching,53.3,68.7,61.5,61.4,D
2069,15,Male,Public,Graduate,2.1,61.1,yes,30-60 min,Yes,Textbook,33.6,53.2,43.4,44.7,E
242,17,Male,Public,Graduate,0.6,56.4,yes,<15 min,Yes,Mixed,14.4,39.3,27.5,28.6,F
14791,19,Female,Private,No Formal,1.1,62.6,yes,>60 min,No,Textbook,37.3,33.3,32.8,31,F
2669,14,Other,Private,Post Graduate,0.7,76.2,yes,>60 min,No,Coaching,35.8,33.6,21.6,28.7,F
14639,18,Male,Private,No Formal,6.1,58.8,yes,30-60 min,No,Group study,66.5,60.7,74.5,66.1,D
13908,17,Female,Public,No Formal,5.5,81.7,yes,>60 min,No,Textbook,56.4,58.5,74.5,67.6,D
803,17,Other,Public,Graduate,1.3,69.1,yes,15-30 min,No,Coaching,41.1,57.5,43.7,47,E
5060,17,Female,Public,No Formal,1.5,86.4,no,>60 min,No,Group study,55.2,19,22.4,37.4,F
12357,19,Male,Private,No Formal,4.1,93,yes,>60 min,No,Online videos,58.5,64.2,53.6,66.8,D
13441,19,Female,Public,High School,0.8,56.7,no,<15 min,No,Online videos,26.3,16.5,24.3,20.5,F
196,14,Other,Private,Ph.D,7.5,86.5,yes,30-60 min,No,Coaching,82.8,100,96.6,93,B
2188,15,Female,Public,Graduate,5.5,99.6,yes,>60 min,No,Coaching,100,69.9,84.9,86,B
11708,15,Other,Private,Post Graduate,7.8,83.6,yes,15-30 min,Yes,Mixed,93.6,78.4,90.3,86.5,B
2331,14,Female,Public,Graduate,1.9,76.4,yes,30-60 min,Yes,Notes,54,46,68.4,49.1,E
10552,18,Male,Public,Ph.D,4,91.2,yes,>60 min,Yes,Textbook,82.6,63.4,74.6,76.9,C
4842,14,Male,Private,No Formal,6.7,55.9,no,<15 min,Yes,Group study,66.8,70.8,72,74.7,C
3607,15,Other,Private,Graduate,7.1,79.6,yes,30-60 min,No,Mixed,70.7,100,85.7,80.6,C
13977,14,Other,Public,No Formal,6.4,93.2,yes,15-30 min,Yes,Coaching,90.8,100,89.2,96,A
8469,18,Male,Private,Ph.D,6.1,78,yes,>60 min,No,Coaching,75.3,74.3,82.8,88.2,B
61,19,Other,Public,Diploma,4.5,66.8,yes,15-30 min,No,Mixed,69.7,61.7,53,65.1,D
11583,14,Female,Public,High School,2.5,58.3,no,>60 min,Yes,Mixed,31.5,7.3,48.3,45.6,E
10106,17,Female,Private,Graduate,1.8,96.4,yes,>60 min,Yes,Group study,65.4,41.3,27.5,53,E
14388,16,Male,Public,No Formal,7.7,72.6,yes,>60 min,No,Textbook,98.5,82.4,96,91.4,B
3928,14,Male,Private,No Formal,4.5,74.5,yes,<15 min,Yes,Group study,76.5,69,56,65,D
6297,14,Male,Public,No Formal,3.6,72.6,yes,15-30 min,No,Mixed,75.3,65,52,66.2,D
14061,18,Male,Public,Ph.D,1.6,95.7,yes,15-30 min,Yes,Mixed,63,65.1,44.1,56.8,D
13623,17,Other,Private,Diploma,1.2,89,yes,30-60 min,Yes,Textbook,55.2,49.5,61.9,50.3,E
14126,15,Other,Public,Ph.D,1.7,96,no,>60 min,No,Mixed,57.9,73.2,53.3,45.7,E
2592,16,Female,Public,Graduate,4.4,90.1,yes,<15 min,No,Online videos,64.1,73,80.5,64.4,D
8759,15,Other,Public,Diploma,6.3,89.1,yes,<15 min,Yes,Mixed,87.6,88.5,92.1,78.6,C
12128,16,Female,Private,No Formal,6.7,62.5,no,>60 min,No,Mixed,41.8,92.8,64.1,78.6,C
9764,17,Female,Public,Ph.D,7.7,72.8,yes,<15 min,No,Group study,92.6,87.5,95.8,92.4,B
12910,18,Other,Private,No Formal,4.1,81.2,no,>60 min,Yes,Mixed,77.6,79,56.7,69.1,D
6122,17,Female,Private,Diploma,6.7,68.6,yes,>60 min,Yes,Online videos,88,73.1,85.6,80.6,C
1201,19,Other,Public,Ph.D,6.5,82.9,yes,<15 min,Yes,Online videos,80.8,77.1,89.8,75.9,C
12602,15,Male,Public,Diploma,5.8,86.6,yes,<15 min,No,Online videos,93,100,100,86.3,B
2855,18,Other,Public,No Formal,2.7,55.2,yes,15-30 min,Yes,Notes,53.3,36.3,28.8,44.1,E
11088,17,Other,Private,Diploma,7.6,88.8,yes,15-30 min,Yes,Group study,92.7,82.3,78.9,86.5,B
14433,19,Female,Private,No Formal,5.2,94.9,yes,15-30 min,Yes,Online videos,98.6,94.5,80.5,82.8,C
7025,14,Other,Public,No Formal,4.8,83,yes,15-30 min,No,Notes,81.8,77.6,55.7,79.6,C
9429,16,Female,Public,Graduate,5.1,85.1,yes,30-60 min,No,Group study,50.1,48.8,55.3,65.6,D
6973,15,Male,Public,No Formal,4.4,80.6,yes,>60 min,No,Group study,80.7,59.4,67.6,74.8,C
137,17,Male,Public,Ph.D,5.1,88.8,no,15-30 min,Yes,Textbook,72.8,80.9,87.6,81.6,C
1030,16,Male,Public,No Formal,4.5,75.6,yes,30-60 min,Yes,Online videos,72.4,76,52.2,62.6,D
10349,18,Other,Private,Post Graduate,7.2,67.8,yes,>60 min,Yes,Coaching,70.3,88.2,91.2,81.9,C
2595,15,Female,Private,Diploma,7.8,96.3,yes,>60 min,Yes,Group study,100,95,100,100,A
7207,19,Other,Private,Post Graduate,7,63.5,yes,30-60 min,Yes,Notes,65.9,66.8,70.3,73.9,C
662,18,Other,Private,Post Graduate,2.3,74,yes,30-60 min,No,Coaching,52.7,61.6,56.1,53.4,E
2473,16,Other,Public,Post Graduate,7.7,85.2,yes,>60 min,No,Coaching,91.5,94.1,87.4,97,A
10870,18,Other,Public,Post Graduate,6,80.8,yes,30-60 min,Yes,Mixed,87.9,82.9,85.9,82.3,C
10501,14,Male,Private,Diploma,2.4,82.5,yes,15-30 min,Yes,Notes,55.9,52.3,64.4,55.2,D
87,14,Male,Public,Diploma,1.8,94.6,yes,>60 min,Yes,Online videos,74.3,57.7,46.7,61.3,D
10705,17,Other,Public,Diploma,5.5,53.4,yes,<15 min,No,Group study,81.5,68,61.5,61.9,D
6220,19,Other,Private,Diploma,5.5,71.1,yes,15-30 min,No,Group study,71.4,69.5,64,67.9,D
14807,18,Other,Private,Diploma,2,96.2,yes,15-30 min,Yes,Online videos,67.6,71.7,60.2,64.1,D
8144,17,Other,Private,No Formal,5.1,66.7,yes,15-30 min,No,Mixed,70.1,58.1,62.8,62.8,D
14750,17,Female,Public,Ph.D,4.7,97.6,no,15-30 min,Yes,Textbook,73.2,70.5,81.8,82.7,C
6969,17,Female,Private,Graduate,4.9,82.4,yes,<15 min,No,Coaching,79.1,92.6,86.3,81,C
11135,19,Other,Public,Diploma,7.9,55.8,yes,<15 min,No,Textbook,83,100,72.5,87.8,B
2774,18,Male,Public,Graduate,4.1,56.3,no,<15 min,No,Mixed,41.6,53,82.1,64.7,D
10697,14,Female,Public,High School,2.8,58,yes,<15 min,No,Online videos,35.3,38.6,33.2,38.9,F
13597,14,Other,Public,Post Graduate,7.1,78.9,yes,<15 min,No,Textbook,67.3,84.1,69,78.9,C
11503,18,Female,Private,Graduate,4.6,89.6,yes,15-30 min,Yes,Group study,64.6,88.7,76.2,72.2,C
1701,15,Other,Private,No Formal,2.5,74.5,yes,15-30 min,No,Coaching,54.8,54.7,60.5,56.9,D
11863,17,Other,Public,No Formal,4.3,89.5,yes,30-60 min,Yes,Mixed,70.3,96.5,76.2,79.1,C
2701,19,Male,Public,Ph.D,3.3,52,yes,30-60 min,No,Textbook,63.2,43.7,49.7,49.9,E
6816,15,Male,Public,High School,2.6,74.4,yes,>60 min,Yes,Notes,47.1,30.1,40.9,44.7,E
11822,19,Other,Public,Post Graduate,2.6,60.8,yes,30-60 min,Yes,Mixed,26.2,43,26.5,36.8,F
12783,17,Female,Private,Post Graduate,5.2,57.9,yes,30-60 min,No,Group study,86.7,71.3,73.9,73.8,C
1648,17,Other,Private,Graduate,6.6,85.3,yes,<15 min,Yes,Notes,88.8,94.4,100,95.9,A
6039,16,Female,Private,High School,4.8,72.2,yes,15-30 min,No,Online videos,60,66.2,41.5,62.5,D
5165,16,Female,Private,Diploma,6,69,no,>60 min,No,Mixed,78.3,69,76,71.1,C
5521,16,Female,Public,High School,2.3,89.6,yes,15-30 min,Yes,Group study,52.9,66.2,60.1,61.7,D
11511,15,Male,Public,Graduate,5.2,63.8,yes,15-30 min,No,Mixed,88,85.6,66.3,73.3,C
3688,19,Male,Private,Ph.D,6,87.8,yes,15-30 min,Yes,Mixed,73,69,49,76.6,C
597,17,Male,Private,No Formal,4.2,52,yes,<15 min,No,Online videos,51.2,69.4,51.6,51.6,E
4546,18,Other,Public,No Formal,6.5,99.9,yes,<15 min,Yes,Coaching,100,97.7,100,98.1,A
8677,18,Male,Public,High School,2.2,50.3,yes,15-30 min,No,Notes,37,46.2,34,35.2,F
8838,14,Other,Public,Post Graduate,3.2,74.4,yes,30-60 min,No,Notes,62.1,74.4,60.4,63.6,D
14956,15,Female,Public,Graduate,1.5,52.6,no,<15 min,Yes,Group study,25.2,19.9,35.1,30.7,F
11282,16,Other,Private,No Formal,7.7,79.3,no,<15 min,No,Textbook,100,96.7,93.9,98.1,A
13918,16,Female,Public,High School,3,51.2,no,>60 min,No,Group study,34.6,27.4,46.7,41.9,E
4758,14,Male,Private,Ph.D,2.1,90.2,no,<15 min,No,Notes,61.7,56,50.2,59.3,D
13046,14,Other,Public,Graduate,1.2,57.6,yes,30-60 min,No,Notes,17.7,24.2,21.9,25.8,F
4385,16,Female,Private,Ph.D,4.5,85,yes,30-60 min,No,Textbook,76.4,72,55,76.6,C
8913,18,Female,Public,Post Graduate,6.8,76.1,yes,<15 min,No,Group study,87.6,100,82.7,90.7,B
4734,15,Male,Private,High School,4,94.1,yes,15-30 min,Yes,Group study,68.2,52.4,54.7,61.4,D
14571,15,Male,Private,Diploma,5.5,72.6,yes,30-60 min,No,Mixed,76.1,54.8,64.9,69.7,D
14752,14,Other,Private,Post Graduate,6.9,81.9,yes,<15 min,Yes,Textbook,89.4,86.4,97.9,94.7,B
7082,19,Other,Private,No Formal,7.5,74.6,no,15-30 min,No,Textbook,86,88.4,88.6,91.1,B
8691,16,Female,Public,Post Graduate,2.4,82,no,30-60 min,No,Textbook,42.5,51.8,45.9,52.9,E
7118,17,Other,Public,Ph.D,5,65.2,yes,15-30 min,No,Online videos,78,62.3,74.7,69.1,D
4730,17,Male,Private,Diploma,2.1,90.6,no,>60 min,Yes,Coaching,63.8,42,47.6,53,E
1674,18,Other,Public,Post Graduate,4.5,93.3,yes,<15 min,No,Group study,70.5,75.7,74.1,66.4,D
14319,14,Other,Public,Graduate,5.2,99.2,yes,<15 min,No,Notes,63.2,87.4,56,74,C
11260,15,Male,Private,Post Graduate,4,58,no,30-60 min,No,Textbook,56.9,52.4,43.4,47.8,E
8307,16,Male,Private,Diploma,4.9,63.6,yes,30-60 min,Yes,Notes,67.1,53.4,36.4,57.8,D
11172,19,Other,Public,Graduate,4.7,51,yes,15-30 min,Yes,Mixed,77.4,56.7,60,64.8,D
12962,18,Female,Private,Diploma,5.1,96,yes,30-60 min,No,Online videos,46.5,82.2,79.6,76.5,C
9929,15,Female,Private,High School,1.8,92,yes,15-30 min,No,Coaching,54.2,34.2,51.3,46.2,E
13546,16,Other,Public,No Formal,5.3,64.4,yes,15-30 min,Yes,Mixed,82.2,82.3,54.2,73.5,C
11804,14,Female,Private,High School,3.3,82,yes,>60 min,No,Notes,53.6,48.5,59.9,60.9,D
7179,16,Female,Public,Graduate,1.9,88.5,yes,15-30 min,No,Mixed,66,65,58.3,60.2,D
10446,14,Male,Public,No Formal,0.5,76.1,yes,15-30 min,Yes,Online videos,21.4,29.6,41,36.5,F
2295,18,Male,Public,Graduate,1.3,75,no,30-60 min,No,Online videos,22.8,27.2,38.3,35.6,F
3631,16,Male,Private,Diploma,6.8,69.9,yes,<15 min,No,Mixed,96.2,81.6,100,89.6,B
147,14,Male,Private,Graduate,6.2,83.7,no,30-60 min,Yes,Mixed,93.3,78.5,82.8,84.5,C
14454,14,Female,Public,No Formal,6.2,57.9,no,15-30 min,No,Coaching,70.3,46.5,28.6,64.7,D
12175,14,Male,Private,High School,7.4,56.8,yes,30-60 min,Yes,Coaching,79.6,92.6,89.3,84,C
3454,16,Other,Private,High School,1.6,76.2,yes,<15 min,No,Group study,39.1,43.3,46.8,46,E
4508,17,Male,Public,Post Graduate,4,73.4,yes,>60 min,No,Mixed,61.6,68.7,61,58.8,D
5784,19,Other,Public,Post Graduate,3.5,69.2,yes,30-60 min,Yes,Notes,74.5,42.1,44.4,52.5,E
7752,16,Male,Private,High School,5.6,78.4,yes,<15 min,Yes,Textbook,72.3,68.9,69,67.8,D
10603,14,Male,Private,Post Graduate,4.4,63.2,yes,<15 min,No,Mixed,57.1,54.7,65.7,55.4,D
5629,16,Male,Private,High School,6.5,70.6,yes,>60 min,Yes,Notes,67.3,82.8,84.9,79.2,C
8329,14,Male,Private,Ph.D,0.6,71.6,no,15-30 min,No,Group study,61.5,42.3,31.5,39.8,F
3361,19,Female,Public,Ph.D,2.6,99.7,yes,30-60 min,No,Notes,73.7,50.7,51.3,61.2,D
3006,16,Female,Public,High School,0.7,59.6,yes,>60 min,No,Group study,41.4,28.5,28.3,36.2,F
3553,19,Other,Public,Post Graduate,6.4,65.4,yes,<15 min,Yes,Notes,87.3,71.4,67.2,68.6,D
19,19,Male,Public,Post Graduate,4.5,73.8,yes,30-60 min,Yes,Online videos,38.7,69.9,58.3,59.2,D
2243,16,Male,Private,No Formal,4.4,67.7,yes,30-60 min,No,Coaching,81.6,76.3,75.7,72,C
14666,16,Other,Private,High School,3.3,53.4,yes,30-60 min,No,Online videos,56.4,43.5,40.1,42.5,E
14248,19,Other,Public,Post Graduate,2.2,64.1,no,<15 min,No,Textbook,27.1,22.2,50.4,36.7,F
6319,16,Male,Public,High School,4.2,57.6,no,>60 min,Yes,Group study,57.5,81.1,54.4,60.3,D
5098,15,Other,Private,Ph.D,6.1,79,yes,15-30 min,Yes,Online videos,81.2,80.4,81.4,75.6,C
8641,17,Male,Private,Ph.D,4.2,83.6,yes,30-60 min,No,Notes,82.6,89.6,62.1,73,C
1949,14,Male,Public,High School,5.3,64.4,yes,30-60 min,Yes,Online videos,71.1,73.6,92,76.4,C
9138,17,Male,Private,Diploma,2.5,69.7,yes,30-60 min,Yes,Mixed,61.1,46.1,50.5,54.1,E
13666,15,Male,Private,Diploma,7.2,73.3,yes,<15 min,No,Mixed,75.9,94.8,83.1,85.9,B
5619,19,Male,Private,High School,1.6,54.8,yes,15-30 min,Yes,Mixed,44,34.7,35.9,36.5,F
4237,19,Male,Private,No Formal,6,65.9,yes,30-60 min,No,Textbook,60.2,84.1,68.5,77.7,C
6902,18,Female,Public,Diploma,1.7,79.3,yes,30-60 min,Yes,Mixed,33.6,53.5,35.5,45,E
1921,16,Male,Public,No Formal,5.1,66.4,yes,<15 min,Yes,Online videos,69.7,53.9,85.6,66.8,D
11170,18,Female,Private,Ph.D,2.4,91.2,yes,>60 min,Yes,Textbook,55.1,20.2,46.3,51.5,E
4189,14,Other,Public,Post Graduate,5.6,70,yes,<15 min,Yes,Coaching,77.3,100,89.3,80.3,C
12208,19,Male,Public,No Formal,7.4,82.7,yes,30-60 min,Yes,Group study,100,100,100,100,A
239,15,Other,Public,No Formal,4.7,69.7,yes,>60 min,No,Coaching,51.8,50.2,59.2,63.7,D
205,16,Male,Public,Post Graduate,3.2,79.5,yes,<15 min,Yes,Mixed,45.8,63.5,50.2,59.9,D
10800,14,Female,Private,No Formal,0.9,81.6,no,<15 min,No,Mixed,39.2,41,21.3,35.7,F
5553,17,Male,Public,Ph.D,7.4,73.9,no,30-60 min,No,Notes,100,97.5,87.6,86.5,B
12533,15,Male,Private,Graduate,7.5,65,yes,15-30 min,No,Online videos,70,86.9,81.7,80.4,C
4928,17,Other,Public,Graduate,6.3,66.3,yes,30-60 min,Yes,Coaching,80.7,67.5,93.4,80.1,C
11581,18,Female,Public,Post Graduate,6.6,77.8,yes,30-60 min,Yes,Online videos,90.3,77.7,73.1,75.8,C
11165,17,Other,Public,Graduate,1.1,71.1,yes,15-30 min,No,Group study,43.7,48.7,31.7,38.2,F
4391,15,Female,Public,Ph.D,5,63,yes,30-60 min,No,Group study,86.3,72,80.1,72.3,C
2688,17,Female,Public,Ph.D,6.8,51,yes,>60 min,Yes,Textbook,66.9,87.3,80.2,81.3,C
4952,14,Male,Private,Ph.D,6.8,52.3,yes,>60 min,No,Online videos,64.9,74,65.1,69.8,D
6161,15,Male,Private,Post Graduate,7.1,94.9,no,<15 min,Yes,Group study,91.3,92.3,79.8,92.3,B
12359,19,Other,Private,Ph.D,4.1,50.6,yes,>60 min,Yes,Online videos,41.7,45.7,72.3,52.9,E
5389,16,Other,Private,High School,1.5,83.5,yes,15-30 min,Yes,Online videos,44,39.1,25.1,43.2,E
9541,14,Other,Public,No Formal,6.4,85.2,yes,>60 min,No,Group study,94.2,100,65.1,87.1,B
12593,15,Male,Public,Graduate,3.6,86.3,yes,30-60 min,No,Online videos,76.7,69.2,69,68.4,D
5127,15,Female,Private,High School,4.1,96,yes,>60 min,No,Group study,65.2,76.5,77.9,72.1,C
13626,16,Other,Private,Diploma,5.2,66,yes,<15 min,Yes,Mixed,63.4,51.3,68.3,62.2,D
817,14,Male,Public,Graduate,6.1,70.5,yes,15-30 min,Yes,Notes,62.3,65.9,57,71.5,C
13415,16,Male,Private,Graduate,3.9,59.2,yes,30-60 min,Yes,Group study,50.9,52.4,55.7,55.5,D
9013,18,Female,Private,Post Graduate,2.7,77,yes,30-60 min,No,Group study,70,77.3,61.9,58.8,D
193,17,Female,Private,Post Graduate,7.2,70.1,yes,15-30 min,Yes,Textbook,71.1,55.2,78,80.1,C
1777,15,Female,Private,Post Graduate,2,95.1,yes,<15 min,Yes,Online videos,54.1,49,46.2,54.2,E
3646,17,Male,Private,Post Graduate,6.9,76.6,no,15-30 min,Yes,Textbook,86.3,95.3,85.2,89.5,B
12817,16,Other,Private,Diploma,6.5,96.2,yes,>60 min,Yes,Group study,100,79.6,100,100,A
6315,19,Male,Public,Graduate,1.6,98.9,yes,30-60 min,Yes,Mixed,62.2,51,52.7,46.4,E
8443,15,Male,Private,No Formal,5,70.1,yes,30-60 min,Yes,Group study,61,64,63.5,62.6,D
1789,16,Female,Public,Diploma,4.7,79.9,yes,30-60 min,No,Group study,77.4,68.7,80.7,71.6,C
7375,16,Female,Public,Diploma,7.7,69,no,15-30 min,No,Online videos,85.3,80.4,74.1,87.6,B
14877,14,Other,Public,Diploma,2.7,77.7,no,15-30 min,Yes,Group study,51.3,48,47.7,42.7,E
3701,14,Male,Public,Post Graduate,6,75,yes,<15 min,No,Textbook,91.2,60.4,74,76.3,C
14315,19,Other,Private,Graduate,6.2,83.7,no,<15 min,No,Coaching,88.6,62.8,78.8,74.6,C
10656,19,Male,Private,High School,0.9,74.7,no,30-60 min,No,Textbook,40.6,19.5,48.5,40,E
13692,14,Female,Private,Post Graduate,0.7,76.1,yes,15-30 min,Yes,Mixed,36.8,26.1,20.1,26.5,F
9360,19,Female,Public,Diploma,8,50.3,no,30-60 min,No,Textbook,89.8,100,77.7,91.3,B
14361,16,Female,Public,High School,5.3,60.6,yes,30-60 min,No,Mixed,57,48.4,75.7,64.9,D
3894,15,Female,Private,Post Graduate,7.4,58.5,no,15-30 min,No,Notes,81,68.1,78.3,81.6,C
6812,18,Male,Private,Graduate,3.6,96.4,yes,30-60 min,Yes,Textbook,73.8,75.2,55.8,73.3,C
9289,16,Other,Public,No Formal,7.7,92.9,yes,30-60 min,No,Coaching,100,100,92.4,100,A
2680,16,Other,Public,No Formal,2.1,66.9,yes,15-30 min,Yes,Textbook,42.1,49,36.6,43.3,E
10040,16,Male,Private,Post Graduate,7.6,83.7,yes,30-60 min,No,Textbook,92.3,88.1,85.3,88.3,B
3905,19,Female,Private,Diploma,0.7,83.2,yes,>60 min,Yes,Mixed,43.1,38.9,47,36.1,F
7261,15,Other,Private,Ph.D,1.5,50.9,yes,15-30 min,No,Online videos,49.7,57.6,37.2,37.7,F
505,15,Male,Private,Post Graduate,3.1,74.3,yes,15-30 min,No,Online videos,59.9,61.1,60.3,61.2,D
